dir_name,common_name,alpha_name,first_char,has_theoretical,image_file,struct_file,date_struct_finalized,struct_source
L_cysteinesulfinic_acid,L-cysteinesulfinic acid,Lcysteinesulfinicacid,L,no  ,1549098.png,1549098.mol,2011-01-12,pubchem cid sdf file
N_acetyl_histidine,N-acetyl-histidine,Nacetylhistidine,N,no  ,273260.png,273260.mol,2010-03-10,pubchem cid sdf file
nicotinuric_acid,nicotinuric acid,nicotinuricacid,N,no  ,68499.png,68499.mol,2010-03-10,pubchem cid sdf file
N_N_dimethylformamide,"N,N-dimethylformamide",NNdimethylformamide,N,no  ,6228.png,6228.mol,2010-03-10,pubchem cid sdf file
2_3_dideoxycytidine,"2,3-dideoxycytidine",dideoxycytidine23,D,no  ,24066.png,24066.mol,2010-03-26,pubchem cid sdf file
2_amino_3_phosphonopropionic_acid,2-amino-3-phosphonopropionic acid,amino3phosphonopropionicacid2,A,no  ,3857.png,3857.mol,2010-03-26,pubchem cid sdf file
2_ethylpiperidine,2-ethylpiperidine,ethylpiperidine2,E,no  ,94205.png,94205.mol,2010-03-26,pubchem cid sdf file
2_hydroxyphenylacetic_acid,2-hydroxyphenylacetic acid,hydroxyphenylaceticacid2,H,no  ,11970.png,11970.mol,2010-03-26,pubchem cid sdf file
8_anilino_1_naphthalenesulfonic_acid,8-anilino-1-naphthalenesulfonic acid,anilino1naphthalenesulfonicacid8,A,no  ,1369.png,1369.mol,2010-03-26,pubchem cid sdf file
cetyl_trimethyl_ammonium,cetyl-trimethyl-ammonium,cetyltrimethylammonium,C,no  ,2681.png,2681.mol,2011-01-20,pubchem cid sdf file
cis_1_3_dichloropropene,"cis-1,3-dichloropropene",dichloropropenecis13,D,no  ,5280970.png,5280970.mol,2010-03-26,pubchem cid sdf file
decamethonium,decamethonium,decamethonium,D,no  ,2968.png,2968.mol,2010-03-26,pubchem cid sdf file
dioctyl_sulfosuccinate,dioctyl sulfosuccinate,dioctylsulfosuccinate,D,no  ,11339.png,11339.mol,2011-01-20,pubchem cid sdf file
diphenylacetic_acid,diphenylacetic acid,diphenylaceticacid,D,no  ,8333.png,8333.mol,2010-03-26,pubchem cid sdf file
epichlorohydrin,epichlorohydrin,epichlorohydrin,E,no  ,7835.png,7835.mol,2010-03-26,pubchem cid sdf file
N_2_furoyl_glycine_methyl_ester,N-(2-furoyl)glycine methyl ester,furoylglycinemethylesterN2,F,no  ,518748.png,518748.mol,2010-03-26,pubchem cid sdf file
o_fluoroaniline,o-fluoroaniline,fluoroanilineo,F,no  ,9584.png,9584.mol,2010-03-26,pubchem cid sdf file
sec_butylbenzene,sec-butylbenzene,butylbenzenesec,B,no  ,8680.png,8680.mol,2010-03-26,pubchem cid sdf file
sulfanilic_acid,sulfanilic acid,sulfanilicacid,S,no  ,8479.png,8479.mol,2010-03-26,pubchem cid sdf file
trans_2_3_dimethylacrylic_acid,"trans-2,3-dimethylacrylic acid",dimethylacrylicacidtrans23,D,no  ,125468.png,125468.mol,2010-03-26,pubchem cid sdf file
1_amino_1_cyclohexanecarboxylic_acid,1-amino-1-cyclohexanecarboxylic acid,amino1cyclohexanecarboxylicacid1,A,no  ,1366.png,1366.mol,2010-03-31,pubchem cid sdf file
2_3_difluorobenzyl_alcohol,"2,3-difluorobenzyl alcohol",difluorobenzylalcohol23,D,no  ,447153.png,447153.mol,2010-03-31,pubchem cid sdf file
2_2_dimethylsuccinic_acid,"2,2-dimethylsuccinic acid",dimethylsuccinicacid22,D,no  ,11701.png,11701.mol,2010-03-31,pubchem cid sdf file
3_deazauridine,3-deazauridine,deazauridine3,D,no  ,277822.png,277822.mol,2010-03-31,pubchem cid sdf file
6_ethylmercaptopurine,6-ethylmercaptopurine,ethylmercaptopurine6,E,no  ,94971.png,94971.mol,2010-03-31,pubchem cid sdf file
apocholic_acid,apocholic acid,apocholicacid,A,no  ,101818.png,101818.mol,2010-03-31,pubchem cid sdf file
bis_2_butoxyethyl_phthalate,bis(2-butoxyethyl)phthalate,bis2butoxyethylphthalate,B,no  ,8345.png,8345.mol,2010-03-31,pubchem cid sdf file
digoxigenin,digoxigenin,digoxigenin,D,no  ,15478.png,15478.mol,2011-01-20,pubchem cid sdf file
myristic_acid,myristic acid,myristicacid,M,no  ,11005.png,11005.mol,2010-04-09,pubchem cid sdf file
N_methylurea,N-methylurea,methylureaN,M,no  ,11719.png,11719.mol,2010-04-09,pubchem cid sdf file
p_fluorobenzoic_acid,p-fluorobenzoic acid,fluorobenzoicacidp,F,no  ,9973.png,9973.mol,2010-04-09,pubchem cid sdf file
D_pinitol,D-pinitol,pinitolD,P,no  ,439990.png,439990.mol,2010-05-03,pubchem cid sdf file
N_methyl_L_aspartic_acid,N-methyl-L-aspartic acid,methylLasparticacidN,M,no  ,92982.png,92982.mol,2010-05-03,pubchem cid sdf file
phenoxyacetic_acid,phenoxyacetic acid,phenoxyaceticacid,P,no  ,19188.png,19188.mol,2010-05-03,pubchem cid sdf file
phenylglyoxylic_acid,phenylglyoxylic acid,phenylglyoxylicacid,P,no  ,11915.png,11915.mol,2010-05-03,pubchem cid sdf file
histamine,Histamine,histamine,H,no  ,774.png,774.mol,2010-05-19,pubchem cid sdf file
homoarginine,Homoarginine,homoarginine,H,no  ,9085.png,9085.mol,2010-05-19,pubchem cid sdf file
mesaconic_acid,Mesaconic acid,mesaconicacid,M,no  ,638129.png,638129.mol,2010-05-19,pubchem cid sdf file
parabanic_acid,Parabanic acid,parabanicacid,P,no  ,67126.png,67126.mol,2010-05-19,pubchem cid sdf file
21_hydroxypregnenolone,21-Hydroxypregnenolone,hydroxypregnenolone21,H,no  ,440705.png,440705.mol,2010-10-18,pubchem cid sdf file
2_hydroxyethyl_salicylate,2-Hydroxyethyl salicylate,hydroxyethylsalicylate2,H,no  ,6880.png,6880.mol,2010-06-22,pubchem cid sdf file
khellin,khellin,khellin,K,no  ,3828.png,3828.mol,2010-06-22,pubchem cid sdf file
phenylmethanesulfonyl_fluoride,Phenylmethanesulfonyl fluoride,phenylmethanesulfonylfluoride,P,no  ,4784.png,4784.mol,2010-06-22,pubchem cid sdf file
polyoxyethylene_23_lauryl_ether,Polyoxyethylene 23 lauryl ether,polyoxyethylene23laurylether,P,no  ,24750.png,24750.mol,2010-06-22,pubchem cid sdf file
precocene_1,Precocene 1,precocene1,P,no  ,28619.png,28619.mol,2010-06-22,pubchem cid sdf file
procyclidine,Procyclidine,procyclidine,P,no  ,4919.png,4919.mol,2010-06-22,pubchem cid sdf file
3_nitrofluoranthene,3-Nitrofluoranthene,nitrofluoranthene3,N,no  ,13462.png,13462.mol,2010-07-19,pubchem cid sdf file
serotonin,serotonin,serotonin,S,no  ,5202.png,5202.mol,2010-07-19,pubchem cid sdf file
5_methoxypsoralen,5-Methoxypsoralen,methoxypsoralen5,M,no  ,2355.png,2355.mol,2010-07-19,pubchem cid sdf file
5_methyluridine,5-methyluridine,methyluridine5,M,no  ,445408.png,445408.mol,2010-07-19,pubchem cid sdf file
neostigmine,neostigmine,neostigmine,N,no  ,4456.png,4456.mol,2011-01-20,pubchem cid sdf file
nonactin,nonactin,nonactin,N,no  ,72519.png,72519.mol,2010-07-19,pubchem cid sdf file
nonadecane,Nonadecane,nonadecane,N,no  ,12401.png,12401.mol,2010-07-19,pubchem cid sdf file
octamethylcyclotetrasiloxane,octamethylcyclotetrasiloxane,octamethylcyclotetrasiloxane,O,no  ,11169.png,11169.mol,2010-07-19,pubchem cid sdf file
orthanilic_acid,orthanilic acid,orthanilicacid,O,no  ,6926.png,6926.mol,2010-07-19,pubchem cid sdf file
saligenin,saligenin,saligenin,S,no  ,5146.png,5146.mol,2010-07-19,pubchem cid sdf file
alpha_lipoamide,alpha-Lipoamide,alphalipoamide,A,no  ,863.png,863.mol,2010-09-02,pubchem cid sdf file
phenyl_beta_D_glucoside,Phenyl beta-D-glucoside,phenylbetaDglucoside,P,no  ,65080.png,65080.mol,2010-09-02,pubchem cid sdf file
pyromellitic_acid,Pyromellitic acid,pyromelliticacid,P,no  ,6961.png,6961.mol,2010-09-02,pubchem cid sdf file
salicylhydroxamic_acid,Salicylhydroxamic Acid,salicylhydroxamicacid,S,no  ,66644.png,66644.mol,2010-09-02,pubchem cid sdf file
triethylenetetramine,triethylenetetramine,triethylenetetramine,T,no  ,5565.png,5565.mol,2010-09-02,pubchem cid sdf file
trimethyl_phosphate,Trimethyl Phosphate,trimethylphosphate,T,no  ,10541.png,10541.mol,2010-09-02,pubchem cid sdf file
3_methoxybenzamide,3-Methoxybenzamide,methoxybenzamide3,M,no  ,98487.png,98487.mol,2010-09-15,pubchem cid sdf file
L_anserine,L-Anserine,anserineL,A,no  ,11444.png,11444.mol,2010-09-15,pubchem cid sdf file
tributyl_phosphate,Tributyl Phosphate,tributylphosphate,T,no  ,31357.png,31357.mol,2010-09-15,pubchem cid sdf file
gamma_terpinene,gamma-terpinene,gammaterpinene,G,no  ,7461.png,7461.mol,2010-09-21,pubchem cid sdf file
metoclopramide,Metoclopramide,metoclopramide,M,no  ,4168.png,4168.mol,2011-01-20,pubchem cid sdf file
tetramethylammonium,Tetramethylammonium ,tetramethylammonium,T,no  ,6380.png,6380.mol,2010-09-21,pubchem cid sdf file
thioacetamide,thioacetamide,thioacetamide,T,no  ,2723949.png,2723949.mol,2010-09-21,pubchem cid sdf file
cacodylic_acid,cacodylic acid,cacodylicacid,C,no  ,2513.png,2513.mol,2011-03-09,pubchem cid sdf file
MOPS,MOPS ,MOPS,M,no  ,70807.png,70807.mol,2011-03-09,pubchem cid sdf file
1_4_D_xylobiose,"1,4-D-xylobiose",xylobioseD14,X,no  ,439538.png,439538.mol,2011-07-22,pubchem cid sdf file
3_carboxypropyl_trimethyl_ammonium,3-carboxypropyl-trimethyl-ammonium,carboxypropyltrimethylammonium3,C,no  ,134.png,134.mol,2011-07-22,pubchem cid sdf file
DSS,DSS,DSS,D,no  ,5167273.png,5167273.mol,2011-07-22,pubchem cid sdf file
dGMP,2'-Deoxyguanosine 5'-monophosphate,dGMP,D,no  ,65059.png,65059.mol,2011-10-05,pubchem cid sdf file
acetamide,acetamide,acetamide,A,no  ,178.png,178.mol,2011-10-05,pubchem cid sdf file
acetonitrile,acetonitrile,acetonitrile,A,no  ,6342.png,6342.mol,2011-10-05,pubchem cid sdf file
DL_2_aminocaprylic_acid,DL-2-Aminocaprylic acid,aminocaprylicacidDL2,A,no  ,69522.png,69522.mol,2011-10-19,pubchem cid sdf file
DL_3_aminoisobutyric_acid,DL-3-Aminoisobutyric acid,aminoisobutyricacidDL3,A,no  ,64956.png,64956.mol,2011-10-19,pubchem cid sdf file
IPTG,IPTG,IPTG,I,no  ,16217509.png,16217509.mol,2011-10-19,pubchem cid sdf file
N_acetyl_L_lysine,N-alpha-Acetyl-L-lysine,acetylLlysineN,A,no  ,92907.png,92907.mol,2011-10-19,pubchem cid sdf file
1_2_4_benzenetriol,"1,2,4-Benzenetriol",benzenetriol124,B,no  ,10787.png,10787.mol,2011-10-20,pubchem cid sdf file
beta_carotene,beta-carotene,betacarotene,B,no  ,5280489.png,5280489.mol,2011-10-20,pubchem cid sdf file
deoxycholic_acid,deoxycholic acid,deoxycholicacid,D,no  ,222528.png,222528.mol,2011-10-20,pubchem cid sdf file
p_xylene,p-xylene,xylenep,X,no  ,7809.png,7809.mol,2011-10-20,pubchem cid sdf file
Atrazine,Atrazine,Atrazine,A,no  ,2256.png,2256.mol,2011-10-28,pubchem cid sdf file
N_3_Indolylacety_DL_aspartic_acid,N-(3-Indolylacetyl)-DL-aspartic acid,IndolylacetyDLasparticacidN3,I,no  ,4656408.png,4656408.mol,2011-10-28,pubchem cid sdf file
Pulegone,(+)-Pulegone,Pulegone,P,no  ,442495.png,442495.mol,2011-10-28,pubchem cid sdf file
rhodanine,rhodanine,rhodanine,R,no  ,1201546.png,1201546.mol,2011-10-28,pubchem cid sdf file
1_2_4_trichlorobenzene,"1,2,4-Trichlorobenzene",trichlorobenzene124,T,no  ,13.png,13.mol,2011-10-31,pubchem cid sdf file
3_furoic_acid,3-Furoic acid,furoicacid3,F,no  ,10268.png,10268.mol,2011-10-31,pubchem cid sdf file
3_methylsalicylaldehyde,3-Methylsalicylaldehyde,methylsalicylaldehyde3,M,no  ,522777.png,522777.mol,2011-10-31,pubchem cid sdf file
isoprene,Isoprene,isoprene,I,no  ,6557.png,6557.mol,2011-10-31,pubchem cid sdf file
4_4_DDD,"4,4'-DDD",DDD44,D,no  ,6294.png,6294.mol,2011-10-31,pubchem cid sdf file
phthalic_acid_diethyl_ester,Phthalic acid diethyl ester,phthalicaciddiethylester,P,no  ,6781.png,6781.mol,2011-10-31,pubchem cid sdf file
undecanedioic_acid,undecanedioic acid,undecanedioicacid,U,no  ,15816.png,15816.mol,2011-10-31,pubchem cid sdf file
2_thiophenecarboxylic_acid,2-Thiophenecarboxylic acid,thiophenecarboxylicacid2,T,no  ,10700.png,10700.mol,2011-11-02,pubchem cid sdf file
cholesteryl_stearate,Cholesteryl stearate,cholesterylstearate,C,no  ,118246.png,118246.mol,2011-11-02,pubchem cid sdf file
D_sphingosine,D-Sphingosine,sphingosineD,S,no  ,5280335.png,5280335.mol,2011-11-02,pubchem cid sdf file
octanal,octanal,octanal,O,no  ,454.png,454.mol,2011-11-02,pubchem cid sdf file
petroselinic_acid,Petroselinic acid,petroselinicacid,P,no  ,5281125.png,5281125.mol,2011-11-02,pubchem cid sdf file
5_6_dimethylbenzimidazole,"5,6-Dimethylbenzimidazole",dimethylbenzimidazole56,D,no  ,675.png,675.mol,2011-12-05,pubchem cid sdf file
chenodeoxycholic_acid,Chenodeoxycholic acid,chenodeoxycholicacid,C,no  ,10133.png,10133.mol,2012-02-28,pubchem cid sdf file
dopamine,Dopamine,dopamine,D,no  ,681.png,681.mol,2012-02-28,pubchem cid sdf file
mannobiose,2-alpha-Mannobiose,mannobiose,M,no  ,11099946.png,11099946.mol,2012-02-28,pubchem cid sdf file
tetrahydrobiopterin,tetrahydrobiopterin,tetrahydrobiopterin,T,no  ,44257.png,44257.mol,2012-02-28,pubchem cid sdf file
L_thyroxine,L-Thyroxine,Lthyroxine,L,no  ,5819.png,5819.mol,2012-02-17,pubchem cid sdf file
miconazole,Miconazole,miconazole,M,no  ,4189.png,4189.mol,2012-02-17,pubchem cid sdf file
nitrosobenzene,nitrosobenzene,nitrosobenzene,N,no  ,11473.png,11473.mol,2012-02-17,pubchem cid sdf file
palmitoleic_acid,Palmitoleic acid,palmitoleicacid,P,no  ,445638.png,445638.mol,2012-02-17,pubchem cid sdf file
taurocholic_acid,Taurocholic acid,taurocholicacid,T,no  ,6675.png,6675.mol,2012-02-17,pubchem cid sdf file
thiram,tetramethylthiuram disulfide,thiram,T,no  ,5455.png,5455.mol,2012-02-17,pubchem cid sdf file
3_methoxytyramine,3-Methoxytyramine,methoxytyramine3,M,no  ,1669.png,1669.mol,2012-03-13,pubchem cid sdf file
4_pyridoxic_acid,4-Pyridoxic acid,pyridoxicacid4,P,no  ,6723.png,6723.mol,2012-03-13,pubchem cid sdf file
argininosuccinic_acid,Argininosuccinic acid,argininosuccinicacid,A,no  ,16950.png,16950.mol,2012-03-13,altered from pubchem cid sdf file
3_Phosphono_alanine,3-Phosphono-DL-alanine,Phosphonoalanine3,P,no  ,3857.png,3857.mol,2012-03-13,pubchem cid sdf file
boric_acid,Boric acid,boricacid,B,no  ,7628.png,7628.mol,2012-04-10,pubchem cid sdf file
2_deoxyinosine,2'-Deoxyinosine,deoxyinosine2,D,no  ,65058.png,65058.mol,2012-04-13,pubchem cid sdf file
5_Methoxy_DL_tryptophan,5-Methoxy-DL-tryptophan,MethoxyDLtryptophan5,M,no  ,119802.png,119802.mol,2012-04-13,pubchem cid sdf file
ethyl_acetoacetate,Ethyl acetoacetate,ethylacetoacetate,E,no  ,8868.png,8868.mol,2012-04-13,pubchem cid sdf file
flavone,Flavone,flavone,F,no  ,10680.png,10680.mol,2012-04-13,pubchem cid sdf file
5_Aminovaleric_acid,5-Aminovaleric acid,aminovaleric_acid_5,A,no  ,138.png,138.mol,2012-04-30,pubchem cid sdf file
3_acetylphenylboronic_acid,3-Acetylphenylboronic acid,acetylphenylboronicacid3,A,no  ,2734310.png,2734310.mol,2012-05-17,pubchem cid sdf file
cholesteryl_sulfate,Sodium cholesteryl sulfate,cholesterylsulfate,C,no  ,65076.png,65076.mol,2012-05-17,pubchem cid sdf file
Gentisaldehyde,Gentisaldehyde,Gentisaldehyde,G,no  ,70949.png,70949.mol,2012-05-17,pubchem cid sdf file
limonene_oxide,(+)-Limonene oxide,limoneneoxide,L,no  ,441245.png,441245.mol,2012-05-17,pubchem cid sdf file
ocimene,Ocimene,ocimene,O,no  ,5281553.png,5281553.mol,2012-05-17,pubchem cid sdf file
1_octanol,1-Octanol,octanol1,O,no  ,957.png,957.mol,2012-06-11,pubchem cid sdf file
3_morpholinopropylamine,3-Morpholinopropylamine,morpholinopropylamine3,M,no  ,61055.png,61055.mol,2012-06-11,pubchem cid sdf file
butyraldehyde,Butyraldehyde,butyraldehyde,B,no  ,261.png,261.mol,2012-06-11,pubchem cid sdf file
ethyl_4_aminobutyrate,Ethyl 4-aminobutyrate,ethyl4aminobutyrate,E,no  ,23365.png,23365.mol,2012-06-11,pubchem cid sdf file
tropine,Tropine,tropine,T,no  ,8424.png,8424.mol,2012-06-11,pubchem cid sdf file
2_Isopropylmalic_acid,2-Isopropylmalic acid,Isopropylmalicacid2,I,no  ,77.png,77.mol,2012-08-02,pubchem cid sdf file
O_acetyl_L_serine,O-Acetyl-L-serine,OacetylLserine,O,no  ,99478.png,99478.mol,2012-08-02,pubchem cid sdf file
2_amino_6_chloropurine,2-Amino-6-chloropurine,amino6chloropurine2,A,no  ,5360349.png,5360349.mol,2012-08-27,pubchem cid sdf file
6_hydroxyflavanone,6-Hydroxyflavanone,hydroxyflavanone6,H,no  ,2734580.png,2734580.mol,2012-08-27,pubchem cid sdf file
esculetin,Esculetin,esculetin,E,no  ,5281416.png,5281416.mol,2012-08-27,pubchem cid sdf file
fludrocortisone,Fludrocortisone,fludrocortisone,F,no  ,31378.png,31378.mol,2012-08-27,pubchem cid sdf file
harmalol,Harmalol,harmalol,H,no  ,5353656.png,5353656.mol,2012-08-27,pubchem cid sdf file
lapachol,lapachol,lapachol,L,no  ,3884.png,3884.mol,2012-08-27,pubchem cid sdf file
EGTA,EGTA,EGTA,E,no  ,6207.png,6207.mol,2012-10-01,pubchem cid sdf file
11_ketoetiocholanolone,11-Ketoetiocholanolone,ketoetiocholanolone11,K,no  ,101850.png,101850.mol,2013-01-14,pubchem cid sdf file
D_glucuronic_acid_gamma_lactone,D-(+)-Glucuronic acid G-lactone,Dglucuronicacidgammalactone,D,no  ,439782.png,439782.mol,2013-01-14,pubchem cid sdf file
UDP_galactose,UDP Galactose,UDPgalactose,U,no  ,18068.png,18068.mol,2013-01-14,pubchem cid sdf file
L_alpha_lysophosphatidylcholine,L-alpha-Lysophosphatidylcholine,lalphalysophosphatidylcholine,L,no  ,24798682.png,24798682.mol,2013-02-19,pubchem cid sdf file
L_alpha_Phosphatidylcholine,L-alpha-Phosphatidylcholine,lalphaPhosphatidylcholine,L,no  ,16213884.png,16213884.mol,2013-02-19,pubchem cid sdf file
L_alpha_phosphatidyl_DL_glycerol,L-alpha-Phosphatidyl-DL-glycerol,lalphaphosphatidyldlglycerol,L,no  ,bmse001028.png,bmse001028.mol,2013-02-21,generated at BMRB
4_chlorobenzaldehyde,4-chlorobenzaldehyde,chlorobenzaldehyde4,C,no  ,7726.png,7726.mol,2013-02-25,pubchem cid sdf file
chlorobenzene,chlorobenzene,chlorobenzene,C,no  ,7964.png,7964.mol,2013-02-25,pubchem cid sdf file
2_3_dihydro_2_oxofuran_5_acetate,"2,3-dihydro-2-oxofuran-5-acetate",dihydro2oxofuran5acetate23,D,no  ,23615198.png,23615198.mol,2013-02-26,pubchem cid sdf file
1_4_Hydroxyphenyl_ethanol,1-(4-Hydroxyphenyl)ethanol,hydroxyphenylethanol,H,no  ,jr_10.png,jr_10.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Apocynol,Apocynol,apocynol,A,no  ,jr_11.png,jr_11.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
1_4_Hydroxy_3_5_dimethoxyphenyl_ethanol,"1-(4-Hydroxy-3,5-dimethoxyphenyl)ethanol",hydroxydimethoxyphenylethanol,H,no  ,jr_12.png,jr_12.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
1_3_4_Dimethoxyphenyl_ethanol,"1-(3,4-Dimethoxyphenyl)ethanol",dimethoxyphenylethanol,D,no  ,jr_13.png,jr_13.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Syringyl_alcohol,Syringyl alcohol,syringylalcohol,S,no  ,jr_16.png,jr_16.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Methyl_4_acetoxybenzoate,Methyl 4-acetoxybenzoate,methylacetoxybenzoate,M,no  ,jr_17.png,jr_17.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Methyl_4_hydroxybenzoate,Methyl 4-hydroxybenzoate,methylhydroxybenzoate,M,no  ,jr_18.png,jr_18.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
2_3_Diacetoxypropioveratrone,"2,3-Diacetoxypropioveratrone",diacetoxypropioveratrone,D,no  ,jr_1.png,jr_1_ncbi_withH.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_22,lignin_cw_compound_22,lignincwcompound22,L,no  ,jr_22.png,jr_22.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Hydroxyphenylethanol_diacetate,Hydroxyphenylethanol diacetate,hydroxyphenylethanoldiacetate,H,no  ,jr_23.png,jr_23.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
p-Hydroxybenzyl-alcohol-diacetate,4-acetoxybenzyl acetate,acetoxybenzylacetate,A,no  ,jr_24.png,jr_24.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Methyl_p_anisate,Methyl-p-anisate,methylpanisate,M,no  ,jr_25.png,jr_25.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_26,lignin_cw_compound_26,lignincwcompound26,L,no  ,jr_26.png,jr_26.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_27,lignin_cw_compound_27,lignincwcompound27,L,no  ,jr_27.png,jr_27.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Dehydrodivanillin,Dehydrodivanillin,dehydrodivanillin,D,no  ,jr_28.png,jr_28.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_29,lignin_cw_compound_29,lignincwcompound29,L,no  ,jr_29.png,jr_29.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_2,lignin_cw_compound_2,lignincwcompound2,L,no  ,jr_2.png,jr_2.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Xylan,Xylan,xylan,X,no  ,jr_30.png,jr_30.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Dihydroferulic_Acid,Dihydroferulic Acid,dihydroferulicacid,D,no  ,jr_35.png,jr_35.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
4_Methoxyacetophenone,4-Methoxyacetophenone,methoxyacetophenone,M,no  ,jr_36.png,jr_36.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
p_Methoxybenzyl_alcohol,p-Methoxybenzyl alcohol,methoxybenzylalcoholp,M,no  ,jr_37.png,jr_37.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
p_Hydroxybenzyl_alcohol,p-Hydroxybenzyl alcohol,hydroxybenzylalcoholp,H,no  ,jr_4.png,jr_4.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
3_4_Dimethoxybenzyl_alcohol,"3,4-Dimethoxybenzyl alcohol",dimethoxybenzylalcohol,D,no  ,jr_5.png,jr_5.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
Acetoveratrone,Acetoveratrone,acetoveratrone,A,no  ,jr_9.png,jr_9.mol,2009-07-02,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_1001,lignin_cw_compound_1001,lignincwcompound1001,L,no  ,jr_1001.png,jr_1001.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_1002,lignin_cw_compound_1002,lignincwcompound1002,L,no  ,jr_1002.png,jr_1002.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_1003,lignin_cw_compound_1003,lignincwcompound1003,L,no  ,jr_1003.png,jr_1003.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_1004,lignin_cw_compound_1004,lignincwcompound1004,L,no  ,jr_1004.png,jr_1004.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_1005,lignin_cw_compound_1005,lignincwcompound1005,L,no  ,jr_1005.png,jr_1005.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_1006,lignin_cw_compound_1006,lignincwcompound1006,L,no  ,jr_1006.png,jr_1006.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_100,lignin_cw_compound_100,lignincwcompound100,L,no  ,jr_100.png,jr_100.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Guaiacylglycerol_B_guaiacyl_ether,Guaiacylglycerol-B-guaiacyl ether,guaiacylglycerolbguaiacylether,G,no  ,jr_101.png,jr_101.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Acetylated_acetovanillone,Acetylated acetovanillone,acetylatedacetovanillone,A,no  ,jr_103.png,jr_103.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratrylglycerol_B_guaiacyl_ether,Veratrylglycerol-B-guaiacyl ether,veratrylglycerolbguaiacylether,V,no  ,jr_104.png,jr_104.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Erone,Erone,erone,E,no  ,jr_106.png,jr_106.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Vanillyl_B_D_Glucoside,Vanillyl-B-D-Glucoside,vanillylbdglucoside,V,no  ,jr_107.png,jr_107.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Acetylated_ferulic_acid,Acetylated ferulic acid,acetylatedferulicacid,A,no  ,jr_108.png,jr_108.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Pinoresinol_diacetate,Pinoresinol diacetate,pinoresinoldiacetate,P,no  ,jr_109.png,jr_109.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratrone,Veratrone,veratrone,V,no  ,jr_110.png,jr_110.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_isoeugenol,acetylated isoeugenol,acetylatedisoeugenol,A,no  ,jr_111.png,jr_111.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Isoeugenol,Isoeugenol,isoeugenol,I,no  ,jr_112.png,jr_112.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Eugenol,Eugenol,eugenol,E,no  ,jr_113.png,jr_113.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_Allyl_2_6_dimethoxyphenol,"4-Allyl-2,6-dimethoxyphenol",allyldimethoxyphenol,A,no  ,jr_114.png,jr_114.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
