id,bmrbtype,bmrbid,dirname,bottlename,commonname
948,bmse,bmse001009,fludrocortisone,Fludrocortisone,Fludrocortisone
949,bmse,bmse001010,harmalol,"",Harmalol
950,bmse,bmse001011,EGTA,"",EGTA
951,bmse,bmse001012,D_fructose,D-(-)-Fructose,D-(-)-Fructose
952,bmse,bmse001013,L_glutamic_acid,l-glutamic acid,L-Glutamic acid
953,bmse,bmse001014,L_glutamine,l-glutamine,L-Glutamine
954,bmse,bmse001015,L_histidine,l-histidine monohydrochloride monohydrate,L-Histidine
955,bmse,bmse001016,L_phenylalanine,L-phenyalanine,L-Phenylalanine
956,bmse,bmse001017,L_tryptophan,l-tryptophan,L-Tryptophan
957,bmse,bmse001018,guanosine,guanosine,Guanosine
958,bmse,bmse001019,beta_alanine,beta-alanine,beta-Alanine
959,bmse,bmse001020,cytidine,Cytidine Free Base,Cytidine
960,bmse,bmse001021,11_ketoetiocholanolone,11-Ketoetiocholanolone,11-Ketoetiocholanolone
961,bmse,bmse001022,3_deazauridine,"",3-Deazauridine
962,bmse,bmse001023,D_glucuronic_acid_gamma_lactone,"",D-(+)-Glucuronic acid G-lactone
963,bmse,bmse001024,UDP_galactose,"",UDP Galactose
964,bmse,bmse001025,2_Isopropylmalic_acid,2-Isopropylmalic acid,2-Isopropylmalic acid
965,bmse,bmse001026,L_alpha_lysophosphatidylcholine,L-alpha-Lysophosphatidylcholine from egg yolk,L-alpha-Lysophosphatidylcholine
966,bmse,bmse001027,L_alpha_Phosphatidylcholine,"L-alpha-Phosphatidylcholine from egg yolk, Type XVI-E, >=99%",L-alpha-Phosphatidylcholine
967,bmse,bmse001028,L_alpha_phosphatidyl_DL_glycerol,L-alpha-Phosphatidyl-DL-glycerol sodium salt from egg yolk lecithin%,L-alpha-Phosphatidyl-DL-glycerol
968,bmse,bmse001029,4_chlorobenzaldehyde,4-chlorobenzaldehyde,4-chlorobenzaldehyde
969,bmse,bmse001030,chlorobenzene,chlorobenzene,chlorobenzene
970,bmse,bmse001031,2_3_dihydro_2_oxofuran_5_acetate,"2,3-dihydro-2-oxofuran-5-acetate","2,3-dihydro-2-oxofuran-5-acetate"
971,bmse,bmse001032,11_ketoetiocholanolone,11-Ketoetiocholanolone,11-Ketoetiocholanolone
972,bmse,bmse010001,1_4_Hydroxyphenyl_ethanol,n/a,1-(4-Hydroxyphenyl)ethanol
973,bmse,bmse010002,Apocynol,n/a,Apocynol
974,bmse,bmse010003,1_4_Hydroxy_3_5_dimethoxyphenyl_ethanol,n/a,"1-(4-Hydroxy-3,5-dimethoxyphenyl)ethanol"
975,bmse,bmse010004,1_3_4_Dimethoxyphenyl_ethanol,n/a,"1-(3,4-Dimethoxyphenyl)ethanol"
976,bmse,bmse010005,4_Hydroxybenzaldehyde,n/a,p-Hydroxybenzaldehyde
977,bmse,bmse010006,vanillin,vanillin,vanillin
978,bmse,bmse010007,Syringyl_alcohol,n/a,Syringyl alcohol
979,bmse,bmse010008,Methyl_4_acetoxybenzoate,n/a,Methyl 4-acetoxybenzoate
980,bmse,bmse010009,Methyl_4_hydroxybenzoate,n/a,Methyl 4-hydroxybenzoate
981,bmse,bmse010010,4_hydroxy_3_methoxybenzyl_alcohol,n/a,4-Hydroxy-3-methoxybenzyl alcohol
982,bmse,bmse010011,2_3_Diacetoxypropioveratrone,n/a,"2,3-Diacetoxypropioveratrone"
983,bmse,bmse010012,p_Anisic_acid,p-Anisic_acid,p-Anisic_acid
984,bmse,bmse010013,lignin_cw_compound_22,n/a,lignin_cw_compound_22
985,bmse,bmse010014,Hydroxyphenylethanol_diacetate,n/a,Hydroxyphenylethanol diacetate
986,bmse,bmse010015,p-Hydroxybenzyl-alcohol-diacetate,n/a,4-acetoxybenzyl acetate
987,bmse,bmse010016,Methyl_p_anisate,n/a,Methyl-p-anisate
988,bmse,bmse010017,lignin_cw_compound_26,n/a,lignin_cw_compound_26
989,bmse,bmse010018,lignin_cw_compound_27,n/a,lignin_cw_compound_27
990,bmse,bmse010019,Dehydrodivanillin,n/a,Dehydrodivanillin
991,bmse,bmse010020,lignin_cw_compound_29,n/a,lignin_cw_compound_29
992,bmse,bmse010021,lignin_cw_compound_2,n/a,lignin_cw_compound_2
993,bmse,bmse010022,Xylan,n/a,Xylan
994,bmse,bmse010023,Dihydroferulic_Acid,n/a,Dihydroferulic Acid
995,bmse,bmse010024,4_Methoxyacetophenone,n/a,4-Methoxyacetophenone
996,bmse,bmse010025,p_Methoxybenzyl_alcohol,n/a,p-Methoxybenzyl alcohol
997,bmse,bmse010026,Phenol,Phenol,Phenol
998,bmse,bmse010027,Guaiacol,Guaiacol,Guaiacol
999,bmse,bmse010028,p_Hydroxybenzyl_alcohol,n/a,p-Hydroxybenzyl alcohol
1000,bmse,bmse010029,3_4_Dimethoxybenzyl_alcohol,n/a,"3,4-Dimethoxybenzyl alcohol"
1001,bmse,bmse010030,p_hydroxyacetophenone,p-hydroxyacetophenone,p-hydroxyacetophenone
1002,bmse,bmse010031,acetovanillone,acetovanillone,acetovanillone
1003,bmse,bmse010032,acetosyringone,acetosyringone,acetosyringone
1004,bmse,bmse010033,Acetoveratrone,n/a,Acetoveratrone
1005,bmse,bmse010034,lignin_cw_compound_1001,n/a,lignin_cw_compound_1001
1006,bmse,bmse010035,lignin_cw_compound_1002,n/a,lignin_cw_compound_1002
1007,bmse,bmse010036,lignin_cw_compound_1003,n/a,lignin_cw_compound_1003
1008,bmse,bmse010037,lignin_cw_compound_1004,n/a,lignin_cw_compound_1004
1009,bmse,bmse010038,lignin_cw_compound_1005,n/a,lignin_cw_compound_1005
1010,bmse,bmse010039,lignin_cw_compound_1006,n/a,lignin_cw_compound_1006
1011,bmse,bmse010040,lignin_cw_compound_100,n/a,lignin_cw_compound_100
1012,bmse,bmse010041,Guaiacylglycerol_B_guaiacyl_ether,n/a,Guaiacylglycerol-B-guaiacyl ether
1013,bmse,bmse010042,Guaiacylglycerol_B_guaiacyl_ether,n/a,Guaiacylglycerol-B-guaiacyl ether
1014,bmse,bmse010043,Acetylated_acetovanillone,n/a,Acetylated acetovanillone
1015,bmse,bmse010044,Veratrylglycerol_B_guaiacyl_ether,n/a,Veratrylglycerol-B-guaiacyl ether
1016,bmse,bmse010045,Veratrylglycerol_B_guaiacyl_ether,n/a,Veratrylglycerol-B-guaiacyl ether
1017,bmse,bmse010046,Erone,n/a,Erone
1018,bmse,bmse010047,Vanillyl_B_D_Glucoside,n/a,Vanillyl-B-D-Glucoside
1019,bmse,bmse010048,Acetylated_ferulic_acid,n/a,Acetylated ferulic acid
1020,bmse,bmse010049,Pinoresinol_diacetate,n/a,Pinoresinol diacetate
1021,bmse,bmse010050,Veratrone,n/a,Veratrone
1022,bmse,bmse010051,acetylated_isoeugenol,n/a,acetylated isoeugenol
1023,bmse,bmse010052,Isoeugenol,n/a,Isoeugenol
1024,bmse,bmse010053,Eugenol,n/a,Eugenol
1025,bmse,bmse010054,4_Allyl_2_6_dimethoxyphenol,n/a,"4-Allyl-2,6-dimethoxyphenol"
1026,bmse,bmse010055,acetylated_eugenol,n/a,acetylated eugenol
1027,bmse,bmse010056,lignin_cw_compound_116,n/a,lignin_cw_compound_116
1028,bmse,bmse010057,Syringylresinol,n/a,Syringylresinol
1029,bmse,bmse010058,Coniferin_acetate,n/a,Coniferin acetate
1030,bmse,bmse010059,Syringin_acetate,n/a,Syringin acetate
1031,bmse,bmse010060,Syringylresinol_diacetate,n/a,Syringylresinol diacetate
1032,bmse,bmse010061,cis_Ferulic_Acid,n/a,cis-Ferulic Acid
1033,bmse,bmse010062,lignin_cw_compound_125,n/a,lignin_cw_compound_125
1034,bmse,bmse010063,lignin_cw_compound_126,n/a,lignin_cw_compound_126
1035,bmse,bmse010064,Dihydrocoumaric_acid,n/a,Dihydrocoumaric acid
1036,bmse,bmse010065,acetylated_dihydrocoumaric_acid,n/a,acetylated dihydrocoumaric acid
1037,bmse,bmse010066,acetylated_coumaric_acid,n/a,acetylated coumaric acid
1038,bmse,bmse010067,lignin_cw_compound_130,n/a,lignin_cw_compound_130
1039,bmse,bmse010068,lignin_cw_compound_132,n/a,lignin_cw_compound_132
1040,bmse,bmse010069,lignin_cw_compound_134,n/a,lignin_cw_compound_134
1041,bmse,bmse010070,lignin_cw_compound_135,n/a,lignin_cw_compound_135
1042,bmse,bmse010071,Vinyl_guaiacol,n/a,Vinyl guaiacol
1043,bmse,bmse010072,lignin_cw_compound_138,n/a,lignin_cw_compound_138
1044,bmse,bmse010073,acetylated_coniferylaldehyde,n/a,acetylated coniferylaldehyde
1045,bmse,bmse010074,acetylated_coniferyl_alcohol,n/a,acetylated coniferyl alcohol
1046,bmse,bmse010075,Acetylated_veratryl_alcohol,n/a,"3,4-dimethoxybenzylacetate"
1047,bmse,bmse010076,coniferaldehyde,coniferaldehyde,coniferaldehyde
1048,bmse,bmse010077,3_4_dimethoxycinnamyl_alcohol,n/a,"3,4-dimethoxycinnamyl alcohol"
1049,bmse,bmse010078,lignin_cw_compound_146,n/a,lignin_cw_compound_146
1050,bmse,bmse010079,lignin_cw_compound_147,n/a,lignin_cw_compound_147
1051,bmse,bmse010080,acetylated_methyl_coumarate,n/a,methyl 4-acetoxycinnamate
1052,bmse,bmse010081,acetylated_methyl_ferulate,n/a,acetylated methyl ferulate
1053,bmse,bmse010082,3_4_dimethoxy_cinnamaldehyde,n/a,"3,4-dimethoxy cinnamaldehyde"
1054,bmse,bmse010083,p_coumaryl_alcohol,p-coumaryl alcohol,p-coumaryl alcohol
1055,bmse,bmse010084,p_coumaraldehyde,p-coumaraldehyde,p-coumaraldehyde
1056,bmse,bmse010085,sinapaldehyde,sinapaldehyde,sinapaldehyde
1057,bmse,bmse010086,lignin_cw_compound_154,n/a,lignin_cw_compound_154
1058,bmse,bmse010087,Acetylated_sinapaldehyde,n/a,Acetylated sinapaldehyde
1059,bmse,bmse010088,3_4_5_Trimethoxyacetophenone,n/a,"3,4,5-Trimethoxyacetophenone"
1060,bmse,bmse010089,acetylated_p_gluco_cinnamic_acid,n/a,acetylated p-gluco cinnamic acid
1061,bmse,bmse010090,3_4_dimethoxycinnamyl_acetate,n/a,"3,4-dimethoxycinnamyl acetate"
1062,bmse,bmse010091,Veratryl_glycerol,n/a,Veratryl glycerol
1063,bmse,bmse010092,lignin_cw_compound_161,n/a,lignin_cw_compound_161
1064,bmse,bmse010093,Erone_diacetate,n/a,Erone diacetate
1065,bmse,bmse010094,Veratrone_acetate,n/a,Veratrone acetate
1066,bmse,bmse010095,Pinoresinol_biphenyl,n/a,Pinoresinol biphenyl
1067,bmse,bmse010096,Pinoresinol_biphenyl_acetate,n/a,Pinoresinol biphenyl acetate
1068,bmse,bmse010097,Ethyl_vanillin,n/a,Ethyl vanillin
1069,bmse,bmse010098,Phenylcoumaran_biphenyl_acetate,n/a,Phenylcoumaran biphenyl acetate
1070,bmse,bmse010099,Phenyl_coumaran_biphenyl,n/a,Phenyl coumaran biphenyl
1071,bmse,bmse010100,1_2_diguaiacylpropane_1_3_diol,n/a,"1,2-diguaiacylpropane-1,3-diol"
1072,bmse,bmse010101,4_acetoxy_acetophenone,n/a,4-acetoxy-acetophenone
1073,bmse,bmse010102,Vanillin_acetate,n/a,Vanillin acetate
1074,bmse,bmse010103,Syringic_Acid_Acetate,n/a,Syringic Acid Acetate
1075,bmse,bmse010104,Guaiacol_acetate,n/a,Guaiacol acetate
1076,bmse,bmse010105,Acetosyringone_acetate,n/a,Acetosyringone acetate
1077,bmse,bmse010106,Sinapic_acid_acetate,n/a,Sinapic acid acetate
1078,bmse,bmse010107,4_acetoxy_3_methoxy_methyl_benzoate,n/a,4-acetoxy-3-methoxy methyl benzoate
1079,bmse,bmse010108,G_b_S_c_CA,n/a,G-b-S-c-CA
1080,bmse,bmse010109,G_b_S_c_CA_acetate,n/a,G-b-S-c-CA (acetate)
1081,bmse,bmse010110,G_b_S_r_S,n/a,G-b-S-r-S
1082,bmse,bmse010111,G_b_S_r_S_acetate,n/a,G-b-S-r-S (acetate)
1083,bmse,bmse010112,S_b_SA_acetate,n/a,S-b-SA (acetate)
1084,bmse,bmse010113,S_b_CA_acetate,n/a,S-b-CA (acetate)
1085,bmse,bmse010114,S_c_CA_acetate,n/a,S-c-CA (acetate)
1086,bmse,bmse010115,G_b_SA_acetate,n/a,G-b-SA acetate
1087,bmse,bmse010116,2_6_dimethoxyphenol_acetate,n/a,"2,6-dimethoxyphenol acetate"
1088,bmse,bmse010117,phenol_acetate,n/a,phenol acetate
1089,bmse,bmse010118,lignin_cw_compound_191,n/a,lignin_cw_compound_191
1090,bmse,bmse010119,lignin_cw_compound_192,n/a,lignin_cw_compound_192
1091,bmse,bmse010120,lignin_cw_compound_193,n/a,lignin_cw_compound_193
1092,bmse,bmse010121,G_b_S_r_S_b_G,n/a,G-b-S-r-S-b-G
1093,bmse,bmse010122,lignin_cw_compound_195,n/a,lignin_cw_compound_195
1094,bmse,bmse010123,lignin_cw_compound_196,n/a,lignin_cw_compound_196
1095,bmse,bmse010124,G_b_S_r_S_b_G_acetate,n/a,G-b-S-r-S-b-G (acetate)
1096,bmse,bmse010125,S_b_S_r_S,n/a,S-b-S-r-S
1097,bmse,bmse010126,S_b_S_r_S_acetate,n/a,S-b-S-r-S (acetate)
1098,bmse,bmse010127,Vanillyl_alcohol_diacetate,n/a,Vanillyl alcohol diacetate
1099,bmse,bmse010128,Syringyl_alcohol_diacetate,n/a,Syringyl alcohol diacetate
1100,bmse,bmse010129,lignin_cw_compound_202,n/a,lignin_cw_compound_202
1101,bmse,bmse010130,4_methoxy_benzaldehyde,n/a,4-methoxy benzaldehyde
1102,bmse,bmse010131,lignin_cw_compound_204,n/a,lignin_cw_compound_204
1103,bmse,bmse010132,lignin_cw_compound_205,n/a,lignin_cw_compound_205
1104,bmse,bmse010133,Syringaldehyde_acetate,n/a,Syringaldehyde acetate
1105,bmse,bmse010134,4_Acetoxy_benzaldehyde,n/a,4-Acetoxy benzaldehyde
1106,bmse,bmse010135,4_Acetoxy_benzoic_acid,n/a,4-Acetoxy benzoic acid
1107,bmse,bmse010136,4_Methoxy_benzyl_alcohol,n/a,4-Methoxy benzyl alcohol
1108,bmse,bmse010137,lignin_cw_compound_210,n/a,lignin_cw_compound_210
1109,bmse,bmse010138,Sinapyl_alcohol_diacetate,n/a,Sinapyl alcohol diacetate
1110,bmse,bmse010139,lignin_cw_compound_212,n/a,lignin_cw_compound_212
1111,bmse,bmse010140,lignin_cw_compound_213,n/a,lignin_cw_compound_213
1112,bmse,bmse010141,lignin_cw_compound_214,n/a,lignin_cw_compound_214
1113,bmse,bmse010142,p_Methoxy_cinnamaldehyde,n/a,p-Methoxy cinnamaldehyde
1114,bmse,bmse010143,G_b_G_c_CA_acetate,n/a,G-b-G-c-CA (acetate)
1115,bmse,bmse010144,lignin_cw_compound_217,n/a,lignin_cw_compound_217
1116,bmse,bmse010145,lignin_cw_compound_218,n/a,lignin_cw_compound_218
1117,bmse,bmse010146,p_Methoxy_coumaryl_alcohol,n/a,p-Methoxy coumaryl alcohol
1118,bmse,bmse010147,p_Methoxy_coumaryl_alcohol_acetate,n/a,p-Methoxy coumaryl alcohol acetate
1119,bmse,bmse010148,V_c_CA,n/a,V-c-CA
1120,bmse,bmse010149,4_hydroxy_cinnamyl_alcohol_diacetate,n/a,Coumaryl alcohol acetate
1121,bmse,bmse010150,4_acetoxy_cinnamaldehyde,n/a,4-acetoxy cinnamaldehyde
1122,bmse,bmse010151,S_b_G_5_5_G_b_S_A_CH2,n/a,"S-b-G-5,5-G-b-S (A = CH2)"
1123,bmse,bmse010152,H_b_S,n/a,H-b-S
1124,bmse,bmse010153,G_bt_S_bt_G,n/a,G-bt-S-bt-G
1125,bmse,bmse010154,S_b_S,n/a,S-b-S
1126,bmse,bmse010155,S_b_S,n/a,S-b-S
1127,bmse,bmse010156,cis_coniferyl_alcohol,n/a,cis-coniferyl alcohol
1128,bmse,bmse010157,G_b_S,n/a,G-b-S
1129,bmse,bmse010158,G_b1_G,n/a,G-b1-G
1130,bmse,bmse010159,G_c_G,n/a,G-c-G
1131,bmse,bmse010160,S_b_G_b1_G,n/a,S-b-G-b1-G
1132,bmse,bmse010161,G_a_G_b_G,n/a,G-a-G-b-G
1133,bmse,bmse010162,H_c_G,n/a,H-c-G
1134,bmse,bmse010163,lignin_cw_compound_246,n/a,lignin_cw_compound_246
1135,bmse,bmse010164,lignin_cw_compound_247,n/a,lignin_cw_compound_247
1136,bmse,bmse010165,G_b_S_b_S,n/a,G-b-S-b-S
1137,bmse,bmse010166,lignin_cw_compound_251,n/a,lignin_cw_compound_251
1138,bmse,bmse010167,lignin_cw_compound_253,n/a,lignin_cw_compound_253
1139,bmse,bmse010168,lignin_cw_compound_255,n/a,lignin_cw_compound_255
1140,bmse,bmse010169,lignin_cw_compound_256,n/a,lignin_cw_compound_256
1141,bmse,bmse010170,lignin_cw_compound_257,n/a,lignin_cw_compound_257
1142,bmse,bmse010171,Vanillin_a_G_b_CA,n/a,Vanillin-a-G-b-CA
1143,bmse,bmse010172,lignin_cw_compound_260,n/a,lignin_cw_compound_260
1144,bmse,bmse010173,S_b_t_G_b_e_S5,n/a,S-b(t)-G-b(e)-S5
1145,bmse,bmse010174,lignin_cw_compound_264,n/a,lignin_cw_compound_264
1146,bmse,bmse010175,lignin_cw_compound_265,n/a,lignin_cw_compound_265
1147,bmse,bmse010176,S_a_S_b_S,n/a,S-a-S-b-S
1148,bmse,bmse010177,lignin_cw_compound_267,n/a,lignin_cw_compound_267
1149,bmse,bmse010178,H_b_H5e,n/a,H-b-H5e
1150,bmse,bmse010179,H_b_H5t,n/a,H-b-H5t
1151,bmse,bmse010180,H_b_H5e,n/a,H-b-H5e
1152,bmse,bmse010181,H_b_H5t,n/a,H-b-H5t
1153,bmse,bmse010182,G_5_O_4_G,n/a,G-5-O-4-G
1154,bmse,bmse010183,G_5_O_4_G_diacetate,n/a,G-5-O-4-G diacetate
1155,bmse,bmse010184,lignin_cw_compound_275,n/a,lignin_cw_compound_275
1156,bmse,bmse010185,lignin_cw_compound_276,n/a,lignin_cw_compound_276
1157,bmse,bmse010186,dihydro_coniferyl_alcohol,n/a,dihydro-coniferyl alcohol
1158,bmse,bmse010187,lignin_cw_compound_280,n/a,lignin_cw_compound_280
1159,bmse,bmse010188,lignin_cw_compound_281,n/a,lignin_cw_compound_281
1160,bmse,bmse010189,lignin_cw_compound_282,n/a,lignin_cw_compound_282
1161,bmse,bmse010190,biphenyl_methane,n/a,biphenyl methane
1162,bmse,bmse010191,lignin_cw_compound_284,n/a,lignin_cw_compound_284
1163,bmse,bmse010192,lignin_cw_compound_285,n/a,lignin_cw_compound_285
1164,bmse,bmse010193,lignin_cw_compound_286,n/a,lignin_cw_compound_286
1165,bmse,bmse010194,lignin_cw_compound_287,n/a,lignin_cw_compound_287
1166,bmse,bmse010195,lignin_cw_compound_288,n/a,lignin_cw_compound_288
1167,bmse,bmse010196,lignin_cw_compound_289,n/a,lignin_cw_compound_289
1168,bmse,bmse010197,lignin_cw_compound_290,n/a,lignin_cw_compound_290
1169,bmse,bmse010198,lignin_cw_compound_291,n/a,lignin_cw_compound_291
1170,bmse,bmse010199,lignin_cw_compound_292,n/a,lignin_cw_compound_292
1171,bmse,bmse010200,lignin_cw_compound_294,n/a,lignin_cw_compound_294
1172,bmse,bmse010201,lignin_cw_compound_295,n/a,lignin_cw_compound_295
1173,bmse,bmse010202,lignin_cw_compound_296,n/a,lignin_cw_compound_296
1174,bmse,bmse010203,Syringol,n/a,Syringol
1175,bmse,bmse010204,syringaldehyde,syringaldehyde,syringaldehyde
1176,bmse,bmse010205,vanillic_acid,vanillic acid,vanillic acid
1177,bmse,bmse010206,syringic_acid,syringic acid,syringic acid
1178,bmse,bmse010207,Veratric_acid,n/a,Veratric acid
1179,bmse,bmse010208,p_coumaric_acid,n/a,p-Coumaric acid
1180,bmse,bmse010209,sinapinic_acid,sinapinic acid,sinapinic acid
1181,bmse,bmse010210,3_4_Dimethoxycinnamic_acid,n/a,"3,4-Dimethoxycinnamic acid"
1182,bmse,bmse010211,Ferulic_acid,Ferulic acid,Ferulic acid
1183,bmse,bmse010212,4_Methoxycinnamic_acid,n/a,4-Methoxycinnamic acid
1184,bmse,bmse010213,lignin_cw_compound_50,n/a,lignin_cw_compound_50
1185,bmse,bmse010214,lignin_cw_compound_51,n/a,lignin_cw_compound_51
1186,bmse,bmse010215,lignin_cw_compound_52,n/a,lignin_cw_compound_52
1187,bmse,bmse010216,lignin_cw_compound_53,n/a,lignin_cw_compound_53
1188,bmse,bmse010217,Anisole,n/a,Anisole
1189,bmse,bmse010218,1_2_3_trimethoxybenzene,n/a,"1,2,3-trimethoxybenzene"
1190,bmse,bmse010219,Veratrole,n/a,Veratrole
1191,bmse,bmse010220,Veratraldehyde,n/a,Veratraldehyde
1192,bmse,bmse010221,methyl_sinapate,methyl sinapate,methyl sinapate
1193,bmse,bmse010222,Methyl_p_Coumarate,n/a,Methyl p-Coumarate
1194,bmse,bmse010223,methyl_3_4_5_trimethoxy_cinnamate,n/a,"methyl (3,4,5-trimethoxy)cinnamate"
1195,bmse,bmse010224,3_4_5_trimethoxy_cinnamic_acid,n/a,"3,4,5-trimethoxy cinnamic acid"
1196,bmse,bmse010225,Syringic_acid_methyl_ester,n/a,Syringic acid methyl ester
1197,bmse,bmse010226,Vanillic_acid_methyl_ester,n/a,Vanillic acid methyl ester
1198,bmse,bmse010227,Dihydrodehydrodiisoeugenol,n/a,Dihydrodehydrodiisoeugenol
1199,bmse,bmse010228,Dehydrodiisoeugenol,n/a,Dehydrodiisoeugenol
1200,bmse,bmse010229,methyl_ferulate,methyl ferulate,methyl ferulate
1201,bmse,bmse010230,Methylveratrate,n/a,Methylveratrate
1202,bmse,bmse010231,methyl_3_4_dimethoxycinnamate,n/a,"methyl 3,4-dimethoxycinnamate"
1203,bmse,bmse010232,Dehydrodiveratraldehyde,n/a,Dehydrodiveratraldehyde
1204,bmse,bmse010233,Dehydrodiveratric_acid,n/a,Dehydrodiveratric acid
1205,bmse,bmse010234,lignin_cw_compound_73,n/a,lignin_cw_compound_73
1206,bmse,bmse010235,lignin_cw_compound_74,n/a,lignin_cw_compound_74
1207,bmse,bmse010236,lignin_cw_compound_75,n/a,lignin_cw_compound_75
1208,bmse,bmse010237,lignin_cw_compound_76,n/a,lignin_cw_compound_76
1209,bmse,bmse010238,lignin_cw_compound_77,n/a,lignin_cw_compound_77
1210,bmse,bmse010239,lignin_cw_compound_78,n/a,lignin_cw_compound_78
1211,bmse,bmse010240,lignin_cw_compound_79,n/a,lignin_cw_compound_79
1212,bmse,bmse010241,lignin_cw_compound_80,n/a,lignin_cw_compound_80
1213,bmse,bmse010242,lignin_cw_compound_81,n/a,lignin_cw_compound_81
1214,bmse,bmse010243,lignin_cw_compound_82,n/a,lignin_cw_compound_82
1215,bmse,bmse010244,lignin_cw_compound_83,n/a,lignin_cw_compound_83
1216,bmse,bmse010245,lignin_cw_compound_84,n/a,lignin_cw_compound_84
1217,bmse,bmse010246,lignin_cw_compound_85,n/a,lignin_cw_compound_85
1218,bmse,bmse010247,lignin_cw_compound_86,n/a,lignin_cw_compound_86
1219,bmse,bmse010248,coniferyl_alcohol,coniferyl alcohol,coniferyl alcohol
1220,bmse,bmse010249,lignin_cw_compound_88,n/a,lignin_cw_compound_88
1221,bmse,bmse010250,lignin_cw_compound_89,n/a,lignin_cw_compound_89
1222,bmse,bmse010251,Syringylglycerol_B_guaiacyl_ether,n/a,Syringylglycerol-B-guaiacyl ether
1223,bmse,bmse010252,lignin_cw_compound_91,n/a,lignin_cw_compound_91
1224,bmse,bmse010253,lignin_cw_compound_92,n/a,lignin_cw_compound_92
1225,bmse,bmse010254,Phenyl_benzoate,n/a,Phenyl benzoate
1226,bmse,bmse010255,Ethyl_4-hydroxybenzoate,n/a,Ethyl 4-hydroxybenzoate
1227,bmse,bmse010256,Cinnamyl_alcohol,n/a,Cinnamyl alcohol
1228,bmse,bmse010257,Cinnamaldehyde,n/a,Cinnamaldehyde
1229,bmse,bmse010258,lignin_cw_compound_97,n/a,lignin_cw_compound_97
1230,bmse,bmse010259,lignin_cw_compound_98,n/a,lignin_cw_compound_98
1231,bmse,bmse010260,lignin_cw_compound_99,n/a,lignin_cw_compound_99
1232,bmse,bmse010261,lignin_cw_compound_1007,"",lignin_cw_compound_1007
1233,bmse,bmse010262,lignin_cw_compound_1008,"",lignin_cw_compound_1008
1234,bmse,bmse010263,lignin_cw_compound_1009,"",lignin_cw_compound_1009
1235,bmse,bmse010264,lignin_cw_compound_1010,"",lignin_cw_compound_1010
1236,bmse,bmse010265,lignin_cw_compound_1011,"",lignin_cw_compound_1011
1237,bmse,bmse010266,lignin_cw_compound_1012,"",lignin_cw_compound_1012
1238,bmse,bmse010267,lignin_cw_compound_1013,"",lignin_cw_compound_1013
1239,bmse,bmse010268,lignin_cw_compound_1014,"",lignin_cw_compound_1014
1240,bmse,bmse010269,lignin_cw_compound_1015,"",lignin_cw_compound_1015
1241,bmse,bmse010270,lignin_cw_compound_1016,"",lignin_cw_compound_1016
1242,bmse,bmse010271,lignin_cw_compound_1017,"",lignin_cw_compound_1017
1243,bmse,bmse010272,lignin_cw_compound_1018,"",lignin_cw_compound_1018
1244,bmse,bmse010273,lignin_cw_compound_1019,"",lignin_cw_compound_1019
1245,bmse,bmse010274,lignin_cw_compound_1020,"",lignin_cw_compound_1020
1246,bmse,bmse010275,lignin_cw_compound_1021,"",lignin_cw_compound_1021
1247,bmse,bmse010276,lignin_cw_compound_1022,"",lignin_cw_compound_1022
1248,bmse,bmse010277,lignin_cw_compound_1023,"",lignin_cw_compound_1023
1249,bmse,bmse010278,lignin_cw_compound_1024,"",lignin_cw_compound_1024
1250,bmse,bmse010279,lignin_cw_compound_1025,"",lignin_cw_compound_1025
1251,bmse,bmse010280,lignin_cw_compound_1026,"",lignin_cw_compound_1026
1252,bmse,bmse010281,lignin_cw_compound_1027,"",lignin_cw_compound_1027
1253,bmse,bmse010282,lignin_cw_compound_1028,"",lignin_cw_compound_1028
1254,bmse,bmse010283,lignin_cw_compound_1029,"",lignin_cw_compound_1029
1255,bmse,bmse010284,lignin_cw_compound_1030,"",lignin_cw_compound_1030
1256,bmse,bmse010285,coniferyl_alcohol,"",coniferyl alcohol
1257,bmse,bmse010286,sinapyl_alcohol,"",sinapyl alcohol
1258,bmse,bmse010287,p_coumaryl_alcohol,"",p-coumaryl alcohol
1259,bmse,bmse010288,lignin_cw_compound_2005,"",lignin_cw_compound_2005
1260,bmse,bmse010289,lignin_cw_compound_2006,"",lignin_cw_compound_2006
1261,bmse,bmse010290,lignin_cw_compound_2008,"",lignin_cw_compound_2008
1262,bmse,bmse010291,coniferyl_p_coumarate,"",coniferyl p-coumarate
1263,bmse,bmse010292,lignin_cw_compound_2011,"",lignin_cw_compound_2011
1264,bmse,bmse010293,lignin_cw_compound_2012,"",lignin_cw_compound_2012
1265,bmse,bmse010294,lignin_cw_compound_2015,"",lignin_cw_compound_2015
1266,bmse,bmse010295,lignin_cw_compound_2016,"",lignin_cw_compound_2016
1267,bmse,bmse010296,lignin_cw_compound_2018,"",lignin_cw_compound_2018
1268,bmse,bmse010297,Pinoresinol,"",Pinoresinol
1269,bmse,bmse010298,lignin_cw_compound_2022,"",lignin_cw_compound_2022
1270,bmse,bmse010299,lignin_cw_compound_2026,"",lignin_cw_compound_2026
1271,bmse,bmse010300,lignin_cw_compound_2031,"",lignin_cw_compound_2031
1272,bmse,bmse010301,lignin_cw_compound_2032,"",lignin_cw_compound_2032
1273,bmse,bmse010302,lignin_cw_compound_2035,"",lignin_cw_compound_2035
